Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
100.0	[M-H]-	34	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"832","main.cluster index_upperinput":"832"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=1&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	302.5000	302.5000	0	N/A	N/A	138272.65295134115	11	832	1	558.2289	11	-555.2250	-1	557.2250	138272.65295134115
100.0	[M-2H+K]-	34	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"925","main.cluster index_upperinput":"925"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=29&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	305.2000	305.2000	0	N/A	N/A	136413.18224170912	18	925	29	558.2289	18	-593.1690	-1	595.1690	136413.18224170912
 	 	34	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"1136","main.cluster index_upperinput":"1136"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=48&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	302.7000	302.7000	0	N/A	N/A	104000.93265662857	42	1136	48	 	42	-865.2110	-1	867.2110	104000.93265662857
 	 	34	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"657","main.cluster index_upperinput":"657"}	This Node is a Singleton	N/A	N/A	N/A	 	302.8000	302.8000	0	N/A	N/A	90700.36789628051	10	657	-1	 	10	-443.3840	-1	445.3840	90700.36789628051
 	 	34	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"922","main.cluster index_upperinput":"922"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=107&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	304.6000	304.6000	0	N/A	N/A	83385.45686111435	10	922	107	 	10	-591.4640	-1	593.4640	83385.45686111435
 	 	35	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"83","main.cluster index_upperinput":"83"}	This Node is a Singleton	N/A	N/A	N/A	 	211.5000	211.5000	0	N/A	N/A	7817242.064238292	71	83	-1	 	71	-189.0540	-1	191.0540	7817242.064238292
 	 	35	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"89","main.cluster index_upperinput":"89"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=121&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	211.2000	211.2000	0	N/A	N/A	609807.877470052	29	89	121	 	29	-189.2310	-1	191.2310	609807.877470052
 	 	35	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"93","main.cluster index_upperinput":"93"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=120&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	211.3000	211.3000	0	N/A	N/A	440696.4953334127	33	93	120	 	33	-190.0580	-1	192.0580	440696.4953334127
 	 	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"487","main.cluster index_upperinput":"487"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	32.7000	32.7000	0	N/A	N/A	738756.4460962842	7	487	9	 	7	-384.9100	-1	386.9100	738756.4460962842
 	 	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"492","main.cluster index_upperinput":"492"}	This Node is a Singleton	N/A	N/A	N/A	 	34.0000	34.0000	0	N/A	N/A	730254.9592742744	10	492	-1	 	10	-387.0260	-1	389.0260	730254.9592742744
 	 	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"574","main.cluster index_upperinput":"574"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=124&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	33.8000	33.8000	0	N/A	N/A	698247.2776497245	9	574	124	 	9	-416.9620	-1	418.9620	698247.2776497245
102.0	[M-H]-	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"15","main.cluster index_upperinput":"15"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	36.0000	36.0000	0	N/A	N/A	225492.3020811662	7	15	7	126.9931	7	-123.9840	-1	125.9840	225492.3020811662
104.0	[M-H-CH4]-	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"26","main.cluster index_upperinput":"26"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=66&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	35.3000	35.3000	0	N/A	N/A	93970.68488510403	12	26	66	158.0207	12	-138.9850	-1	140.9850	93970.68488510403
104.0	[M-H]-	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"42","main.cluster index_upperinput":"42"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=57&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	32.7000	32.7000	0	N/A	N/A	92080.79411767829	16	42	57	158.0207	16	-155.0120	-1	157.0120	92080.79411767829
102.0	[3M-2H+K]-	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"572","main.cluster index_upperinput":"572"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=124&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	33.5000	33.5000	0	N/A	N/A	88105.35413501589	6	572	124	126.9931	6	-415.9440	-1	417.9440	88105.35413501589
103.0	[M+Cl]-	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"75","main.cluster index_upperinput":"75"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=95&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	32.4000	32.4000	0	N/A	N/A	83788.31311406044	15	75	95	152.04399999999998	15	-185.0140	-1	187.0140	83788.31311406044
 	 	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"29","main.cluster index_upperinput":"29"}	This Node is a Singleton	N/A	N/A	N/A	 	34.7000	34.7000	0	N/A	N/A	76196.96594997714	8	29	-1	 	8	-144.8920	-1	146.8920	76196.96594997714
 	 	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"496","main.cluster index_upperinput":"496"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=112&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	33.9000	33.9000	0	N/A	N/A	70840.10655448327	6	496	112	 	6	-387.3600	-1	389.3600	70840.10655448327
103.0	[3M-2H]2-	36	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"121","main.cluster index_upperinput":"121"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	34.2000	34.2000	0	N/A	N/A	59218.70550494438	6	121	31	152.04399999999998	6	-225.0560	-1	227.0560	59218.70550494438
 	 	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"804","main.cluster index_upperinput":"804"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=a01316aea6d8420bb67d2b41576556d3&show=true	1S/C21H20O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-18,21-26,28-29H,1H3/t7-,15-,17+,18+,21-/m0/s1	Massbank:FIO00586 Quercitrin	0.9342969999999999	 	594.0000	594.0000	0	Oc(c4)c(O)cc(c4)C(O1)=C(O[C@H](O3)[C@H](O)[C@H](O)[C@@H](O)[C@H](C)3)C(=O)c(c(O)2)c(cc(O)c2)1	CCMSLIB00005778181	5204580.215297096	16	804	14	 	16	-535.0680	-1	537.0680	5204580.215297096
105.0	[M-2H+K]-	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"549","main.cluster index_upperinput":"549"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=a01316aea6d8420bb67d2b41576556d3&show=true	"InChI=1S/C19H18O7/c1-22-13-6-5-10(7-11(13)20)14-8-12(21)17-15(26-14)9-16(23-2)18(24-3)19(17)25-4/h5-9,20H,1-4H3"	Eupatorin-5-methylether CollisionEnergy:205060	0.7207020000000001	 	592.0000	592.0000	0	COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1O	CCMSLIB00010116214	2290599.292021975	15	549	20	372.1636	15	-407.1290	-1	409.1290	2290599.292021975
 	 	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"806","main.cluster index_upperinput":"806"}	This Node is a Singleton	N/A	N/A	N/A	 	593.8000	593.8000	0	N/A	N/A	1136362.2574383572	14	806	-1	 	14	-535.3790	-1	537.3790	1136362.2574383572
 	 	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"164","main.cluster index_upperinput":"164"}	This Node is a Singleton	N/A	N/A	N/A	 	589.5000	589.5000	0	N/A	N/A	899130.3694074734	11	164	-1	 	11	-267.0820	-1	269.0820	899130.3694074734
 	 	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"808","main.cluster index_upperinput":"808"}	This Node is a Singleton	N/A	N/A	N/A	 	593.8000	593.8000	0	N/A	N/A	812153.506605852	14	808	-1	 	14	-536.0630	-1	538.0630	812153.506605852
 	 	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"553","main.cluster index_upperinput":"553"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	592.5000	592.5000	0	N/A	N/A	658058.302674593	12	553	20	 	12	-407.3880	-1	409.3880	658058.302674593
108.0	[M-H]-	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"555","main.cluster index_upperinput":"555"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	592.1000	592.1000	0	N/A	N/A	623908.3888069424	13	555	20	411.1405	13	-408.1320	-1	410.1320	623908.3888069424
111.0	[M-H]-	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"909","main.cluster index_upperinput":"909"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=32&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	591.0000	591.0000	0	N/A	N/A	463123.71844595566	16	909	32	590.2025	16	-587.1940	-1	589.1940	463123.71844595566
105.0	[M-H]-	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"458","main.cluster index_upperinput":"458"}	This Node is a Singleton	N/A	N/A	N/A	 	592.7000	592.7000	0	N/A	N/A	307668.03833513777	27	458	-1	372.1636	27	-369.1510	-1	371.1510	307668.03833513777
 	 	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"805","main.cluster index_upperinput":"805"}	This Node is a Singleton	N/A	N/A	N/A	 	593.7000	593.7000	0	N/A	N/A	196248.09481681715	10	805	-1	 	10	-535.2910	-1	537.2910	196248.09481681715
106.0	[M-H]-	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"513","main.cluster index_upperinput":"513"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	592.8000	592.8000	0	N/A	N/A	183998.9538158435	13	513	31	395.1138	13	-392.1060	-1	394.1060	183998.9538158435
 	 	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"807","main.cluster index_upperinput":"807"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=31&task=a01316aea6d8420bb67d2b41576556d3&show=true	InChI=1S/C21H22O11/c1-7-15(26)17(28)18(29)21(30-7)32-20-16(27)14-12(25)5-9(22)6-13(14)31-19(20)8-2-3-10(23)11(24)4-8/h2-7,15,17-26,28-29H,1H3/t7-,15-,17+,18+,19+,20-,21-/m0/s1	astilbin	0.890805	 	594.0000	594.0000	0	N/A	CCMSLIB00004707541	146394.28415494077	9	807	31	 	9	-535.6410	-1	537.6410	146394.28415494077
 	 	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"167","main.cluster index_upperinput":"167"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=88&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	589.9000	589.9000	0	N/A	N/A	126958.00051414715	7	167	88	 	7	-268.0860	-1	270.0860	126958.00051414715
 	 	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"165","main.cluster index_upperinput":"165"}	This Node is a Singleton	N/A	N/A	N/A	 	589.7000	589.7000	0	N/A	N/A	110459.04238041656	6	165	-1	 	6	-267.2910	-1	269.2910	110459.04238041656
110.0	[M-H]-	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"848","main.cluster index_upperinput":"848"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=49&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	594.3000	594.3000	0	N/A	N/A	93149.04357539414	14	848	49	572.1951	14	-569.1840	-1	571.1840	93149.04357539414
 	 	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"913","main.cluster index_upperinput":"913"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=77&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	591.4000	591.4000	0	N/A	N/A	81373.0372699858	12	913	77	 	12	-588.1970	-1	590.1970	81373.0372699858
109.0	[M+Cl]-	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"720","main.cluster index_upperinput":"720"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=88&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	589.5000	589.5000	0	N/A	N/A	72969.56314753187	8	720	88	438.1746	8	-471.1480	-1	473.1480	72969.56314753187
106.0	[M-H-CH3]-	37	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"474","main.cluster index_upperinput":"474"}	This Node is a Singleton	N/A	N/A	N/A	 	592.4000	592.4000	0	N/A	N/A	44505.30019710125	10	474	-1	395.1138	10	-377.0830	-1	379.0830	44505.30019710125
 	 	38	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"433","main.cluster index_upperinput":"433"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	480.1000	480.1000	0	N/A	N/A	4301615.3188463785	17	433	14	 	17	-355.0970	-1	357.0970	4301615.3188463785
 	 	39	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"239","main.cluster index_upperinput":"239"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=11&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	440.2000	440.2000	0	N/A	N/A	1860637.0317917648	9	239	11	 	9	-287.4970	-1	289.4970	1860637.0317917648
 	 	39	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"244","main.cluster index_upperinput":"244"}	This Node is a Singleton	N/A	N/A	N/A	 	440.2000	440.2000	0	N/A	N/A	1527926.5301079233	12	244	-1	 	12	-288.1150	-1	290.1150	1527926.5301079233
112.0	[M+Cl]-	39	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"240","main.cluster index_upperinput":"240"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=29&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	440.3000	440.3000	0	N/A	N/A	1288417.599540284	8	240	29	254.7504	8	-287.7190	-1	289.7190	1288417.599540284
 	 	39	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"245","main.cluster index_upperinput":"245"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=14&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	439.7000	439.7000	0	N/A	N/A	685376.1049349526	8	245	14	 	8	-288.3330	-1	290.3330	685376.1049349526
 	 	39	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"246","main.cluster index_upperinput":"246"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=10&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	440.5000	440.5000	0	N/A	N/A	345783.1075274069	6	246	10	 	6	-288.5530	-1	290.5530	345783.1075274069
 	 	39	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"249","main.cluster index_upperinput":"249"}	This Node is a Singleton	N/A	N/A	N/A	 	440.0000	440.0000	0	N/A	N/A	296439.03486885544	8	249	-1	 	8	-289.1100	-1	291.1100	296439.03486885544
 	 	39	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"910","main.cluster index_upperinput":"910"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=77&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	440.4000	440.4000	0	N/A	N/A	112155.9682387681	12	910	77	 	12	-587.1950	-1	589.1950	112155.9682387681
112.0	[3M-2H]2-	39	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"477","main.cluster index_upperinput":"477"}	This Node is a Singleton	N/A	N/A	N/A	 	440.4000	440.4000	0	N/A	N/A	73396.4805681423	11	477	-1	254.7504	11	-379.1200	-1	381.1200	73396.4805681423
 	 	40	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"979","main.cluster index_upperinput":"979"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	603.2000	603.2000	0	N/A	N/A	1759137.341274825	15	979	9	 	15	-630.4160	-1	632.4160	1759137.341274825
 	 	40	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"227","main.cluster index_upperinput":"227"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=22&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	604.6000	604.6000	0	N/A	N/A	618691.120874405	36	227	22	 	36	-285.2230	-1	287.2230	618691.120874405
 	 	40	0.0	0.0	0.0	0.0	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=a01316aea6d8420bb67d2b41576556d3&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"980","main.cluster index_upperinput":"980"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=9&task=a01316aea6d8420bb67d2b41576556d3&show=true	N/A	N/A	N/A	 	603.4000	603.4000	0	N/A	N/A	413723.13196598145	11	980	9	 	11	-630.7390	-1	632.7390	413723.13196598145
