id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
222_all_features_Matched_for_GNPS_msLevel2retentionTime527.673scanNum226	C21H27N9O11	[M - H]-	C21H27N9O11	Carbohydrates	0.328774899	Flavonoids	0.198196426	Purine nucleos(t)ides	0.177039295	O-glycosyl compounds	0.703558624	Glycosyl compounds	0.928587198	Carbohydrates and carbohydrate conjugates	0.927426934	Organooxygen compounds	0.999922276	Organic oxygen compounds	0.999887109	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monosaccharides; Acetals; Secondary alcohols; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	FT0891
518_all_features_Matched_for_GNPS_msLevel2retentionTime525.60804scanNum532	C30H31NO11	[M - H]-	C30H31NO11	Shikimates and Phenylpropanoids	0.640052557	Flavonoids	0.578598738	Flavanones	0.674308419	Flavonoid O-glycosides	0.630809665	Flavonoid O-glycosides	0.630809665	Flavonoid glycosides	0.665227056	Flavonoids	0.792042553	Phenylpropanoids and polyketides	0.839866042	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Flavonoids; Flavans; Flavonoid glycosides; Disaccharides; Flavonoid O-glycosides; Flavanones; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	FT0891
1020_all_features_Matched_for_GNPS_msLevel2retentionTime524.06904scanNum105	C25H31N3O13	[M - H]-	C25H31N3O13	Shikimates and Phenylpropanoids	0.721833527	Flavonoids	0.741419971	Flavanones	0.817299604	Flavonoid O-glycosides	0.835881293	Flavonoid O-glycosides	0.835881293	Flavonoid glycosides	0.885244727	Flavonoids	0.890557766	Phenylpropanoids and polyketides	0.856893957	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Flavans; Flavonoid glycosides; Disaccharides; Flavonoid O-glycosides; Flavanones; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; Hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	FT0891
37_all_features_Matched_for_GNPS_msLevel2retentionTime523.464scanNum40	C26H38N4O3S4	[M - H]-	C26H38N4O3S4	Alkaloids	0.503681481	Ornithine alkaloids	0.120175324	Polyamines	0.219097152	Benzenoids	0.922401786							Benzenoids	0.922401786	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Azoles; Sulfonyls; Organosulfonic acids; Organosulfonamides; Benzenoids; Amines; Sulfenyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	FT0896
519_all_features_Matched_for_GNPS_msLevel2retentionTime526.06602scanNum533	C34H30O9	[M - H]-	C34H30O9	Shikimates and Phenylpropanoids	0.935302973	Flavonoids	0.814275622	Flavanones	0.91155988	4'-O-methylated flavonoids	0.873130023	4'-O-methylated flavonoids	0.873130023	O-methylated flavonoids	0.940899372	Flavonoids	0.970549762	Phenylpropanoids and polyketides	0.997097731	Organic compounds; Organoheterocyclic compounds; Ketones; Benzopyrans; Alkyl aryl ethers; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Organooxygen compounds; Flavonoids; Flavans; Flavanones; Carbonyl compounds; Benzene and substituted derivatives; Phenol ethers; Benzenoids; O-methylated flavonoids; 4'-O-methylated flavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	FT0896
1021_all_features_Matched_for_GNPS_msLevel2retentionTime524.298scanNum1059	C27H34O14	[M - H]-	C27H34O14	Shikimates and Phenylpropanoids	0.861892045	Flavonoids	0.930804789	Flavanones	0.767403722	Flavonoid-7-O-glycosides	0.711043239	Flavonoid O-glycosides	0.984410644	Flavonoid glycosides	0.988115549	Flavonoids	0.972086847	Phenylpropanoids and polyketides	0.98052007	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Ketones; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Flavans; Flavonoid glycosides; Disaccharides; Flavonoid O-glycosides; Chalcones and dihydrochalcones; Flavanones; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 4'-O-methylated flavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Linear 1,3-diarylpropanoids; Cinnamylphenols; Flavonoid-7-O-glycosides; Aryl ketones; Aryl alkyl ketones; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities"	FT0896
51_all_features_Matched_for_GNPS_msLevel2retentionTime522.441scanNum54	C19H32N6O7S4	[M - H]-	C19H32N6O7S4	Amino acids and Peptides	0.741097331	Small peptides	0.659383893	Tripeptides	0.521701992	Oligopeptides	0.533014655	Peptides	0.55938977	"Amino acids, peptides, and analogues"	0.912747741	Carboxylic acids and derivatives	0.988775253	Organic acids and derivatives	0.999409437	"Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Amines; Primary amines; Organic disulfides; Sulfenyl compounds; Fatty Acyls; Organic oxides; Dialkyldisulfides; Hydrocarbon derivatives; Amino acids; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Oligopeptides; Chemical entities"	FT0898
187_all_features_Matched_for_GNPS_msLevel2retentionTime523.137scanNum191	C28H24O14	[M - H]-	C28H24O14	Shikimates and Phenylpropanoids	0.959324956	Flavonoids	0.931933582	Flavonols	0.99500978	Flavonoid-3-O-glycosides	0.983612776	Flavonoid O-glycosides	0.997925758	Flavonoid glycosides	0.99755764	Flavonoids	0.994650662	Phenylpropanoids and polyketides	0.998504996	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Galloyl esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities	FT0898
200_all_features_Matched_for_GNPS_msLevel2retentionTime523.51398scanNum204	C28H24O14	[M - H]-	C28H24O14	Shikimates and Phenylpropanoids	0.948970914	Flavonoids	0.919395208	Flavonols	0.993960619	Flavonoid-3-O-glycosides	0.98965466	Flavonoid O-glycosides	0.997224212	Flavonoid glycosides	0.996005595	Flavonoids	0.991796136	Phenylpropanoids and polyketides	0.99704355	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Coumaric acid esters; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Hydroxycinnamic acid esters; 1-benzopyrans; Flavonoid-3-O-glycosides; Galloyl esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities	FT0898
423_all_features_Matched_for_GNPS_msLevel2retentionTime523.40298scanNum436	C18H20N10O13	[M - H]-	C18H20N10O13	Alkaloids	0.567210138	Pseudoalkaloids	0.601763487	pteridine alkaloids	0.59616071	Pterins and derivatives	0.649789214			Pterins and derivatives	0.649789214	Pteridines and derivatives	0.942086875	Organoheterocyclic compounds	0.998564899	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Pterins and derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Monosaccharides; Secondary alcohols; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Secondary amines; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT0898
755_all_features_Matched_for_GNPS_msLevel2retentionTime522.70002scanNum785	C28H24O14	[M - H]-	C28H24O14	Shikimates and Phenylpropanoids	0.940600455	Flavonoids	0.895813286	Flavonols	0.99018234	Flavonoid-3-O-glycosides	0.980727792	Flavonoid O-glycosides	0.996110499	Flavonoid glycosides	0.995115042	Flavonoids	0.987609982	Phenylpropanoids and polyketides	0.996500969	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Galloyl esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities	FT0898
971_all_features_Matched_for_GNPS_msLevel2retentionTime526.48296scanNum100	C32H24O11	[M - H]-	C32H24O11	Shikimates and Phenylpropanoids	0.913205206	Flavonoids	0.864865482	Flavan-3-ols	0.830127537	Catechin gallates	0.821886003	Flavan-3-ols	0.952137649	Flavans	0.931720436	Flavonoids	0.980020523	Phenylpropanoids and polyketides	0.98927933	Organic compounds; Organoheterocyclic compounds; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Chromones; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Flavans; Pyrogallols and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Catechins; Catechin gallates; Benzene and substituted derivatives; Polyols; Benzenoids; 3-hydroxyflavonoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; Flavan-3-ols; 1-benzopyrans; Galloyl esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities	FT0898
984_all_features_Matched_for_GNPS_msLevel2retentionTime525.65202scanNum102	C28H24O14	[M - H]-	C28H24O14	Shikimates and Phenylpropanoids	0.937745392	Flavonoids	0.870555103	Flavonols	0.986194193	Flavonoid-3-O-glycosides	0.966634929	Flavonoid O-glycosides	0.9932006	Flavonoid glycosides	0.992126822	Flavonoids	0.981875241	Phenylpropanoids and polyketides	0.995860636	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 1,2-diols; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Galloyl esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities"	FT0898
1144_all_features_Matched_for_GNPS_msLevel2retentionTime525.11598scanNum118	C28H24O14	[M - H]-	C28H24O14	Shikimates and Phenylpropanoids	0.946287632	Flavonoids	0.910847425	Flavonols	0.993193865	Flavonoid-3-O-glycosides	0.985263824	Flavonoid O-glycosides	0.997087538	Flavonoid glycosides	0.996264279	Flavonoids	0.990716875	Phenylpropanoids and polyketides	0.997032046	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Galloyl esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities	FT0898
1156_all_features_Matched_for_GNPS_msLevel2retentionTime525.91302scanNum119	C28H24O14	[M - H]-	C28H24O14	Shikimates and Phenylpropanoids	0.942120612	Flavonoids	0.900860846	Flavonols	0.992264986	Flavonoid-3-O-glycosides	0.983787894	Flavonoid O-glycosides	0.996845126	Flavonoid glycosides	0.995756447	Flavonoids	0.989227295	Phenylpropanoids and polyketides	0.996995807	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Benzoic acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Hexoses; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Galloyl esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Chemical entities	FT0898
113_all_features_Matched_for_GNPS_msLevel2retentionTime443.67scanNum116	C18H24N10O5P2S2	[M - H]-	C18H24N10O5P2S2	Alkaloids	0.717566609	Nicotinic acid alkaloids	0.414466262	Pyridine alkaloids	0.401932269	Thiamine phosphates	0.92881012	Thiamines	0.992125452	Pyrimidines and pyrimidine derivatives	0.997416854	Diazines	0.997331858	Organoheterocyclic compounds	0.999947429	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Thiazoles; Purines and purine derivatives; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphoric acids and derivatives; Phosphate esters; Azoles; Aminopyrimidines and derivatives; Thiamines; Thiamine phosphates; Diazines; Imidazopyrimidines; Amines; Primary amines; 4,5-disubstituted thiazoles; 6-aminopurines; Alkyl phosphates; Organic cations; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT0900
188_all_features_Matched_for_GNPS_msLevel2retentionTime442.27998scanNum192	C23H18N6O13	[M - H]-	C23H18N6O13	Shikimates and Phenylpropanoids	0.920406818	Flavonoids	0.947828054	Flavonols	0.986553371	Flavonoid-3-O-glycosides	0.700347602	Flavonoid O-glycosides	0.5643332	Flavonoid glycosides	0.649538696	Flavonoids	0.993023157	Phenylpropanoids and polyketides	0.989132345	Organic compounds; Organoheterocyclic compounds; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Chromones; Benzoic acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzoyl derivatives; Organooxygen compounds; Flavonoids; Pyrogallols and derivatives; Pyranones and derivatives; Carboxylic acid derivatives; Flavonoid glycosides; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Gallic acid and derivatives; Benzenetriols and derivatives; Benzoic acid esters; Monosaccharides; Flavonoid O-glycosides; Flavones; Benzene and substituted derivatives; Polyols; Benzenoids; 3'-hydroxyflavonoids; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 7-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Galloyl esters; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; m-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid esters; p-Hydroxybenzoic acid alkyl esters; Organic nitrogen compounds; Chemical entities	FT0900
285_all_features_Matched_for_GNPS_msLevel2retentionTime497.80698scanNum294	C22H32N6O11S	[M - H]-	C22H32N6O11S	Amino acids and Peptides	0.581432521	Small peptides	0.122608691	Tripeptides	0.193192825	Alpha amino acids and derivatives	0.517412841	Amino acids and derivatives	0.623448968	"Amino acids, peptides, and analogues"	0.621854901	Carboxylic acids and derivatives	0.461544782	Organic acids and derivatives	0.987212121	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	FT0903
313_all_features_Matched_for_GNPS_msLevel2retentionTime496.695scanNum322	C29H32O13	[M - H]-	C29H32O13	Shikimates and Phenylpropanoids	0.821837723	Isoflavonoids	0.748153985	Rotenoids	0.31670776	Isoflavonoid O-glycosides	0.520955324			Isoflavonoid O-glycosides	0.520955324	Isoflavonoids	0.714831352	Phenylpropanoids and polyketides	0.948521018	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Primary alcohols; Benzofurans; Organooxygen compounds; Isoflavonoid O-glycosides; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Isoflavonoids; 1-benzopyrans; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Coumarans; Organic oxygen compounds; Chemical entities	FT0903
358_all_features_Matched_for_GNPS_msLevel2retentionTime494.859scanNum369	C29H32O13	[M - H]-	C29H32O13	Shikimates and Phenylpropanoids	0.849453211	Lignans	0.569526494	Neolignans	0.261701345	Lignan glycosides	0.689733684					Lignan glycosides	0.689733684	"Lignans, neolignans and related compounds"	0.591688156	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Ethers; Phenylpropanoids and polyketides; Primary alcohols; Benzofurans; Organooxygen compounds; Lignans, neolignans and related compounds; Hexoses; Lignan glycosides; Monosaccharides; Acetals; Secondary alcohols; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 1-benzopyrans; Aryl ketones; Aryl alkyl ketones; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Coumarans; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Phenoxy compounds; Chemical entities"	FT0903
